lease_id,no_rent_change,rent_change_10,rent_change_20,lease_length_2,lease_length_3,lease_length_1,age_range_under_24,age_range_24_29,age_range_30_39,age_range_40_49,age_range_50_59,age_range_60,NoFinesViolations,PositiveSurvey,LatePayments,HOA_mandatory,Renewed
BLK37403,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37404,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37405,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
BLK37406,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
BLK37407,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0
BLK37408,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0
BLK37409,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
BLK37410,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
BLK37411,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BLK37412,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
BLK37413,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
BLK37414,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1
BLK37415,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK37416,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
BLK37417,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BLK37418,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
BLK37419,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
BLK37420,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37421,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1
BLK37422,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
BLK37423,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BLK37424,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLK37425,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK37426,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37427,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37428,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0
BLK37429,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
BLK37430,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
BLK37431,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
BLK37432,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37433,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
BLK37434,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37435,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37436,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
BLK37437,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
BLK37438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37439,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0
BLK37440,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1
BLK37441,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
BLK37442,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1
BLK37443,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37445,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37446,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37447,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37449,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0
BLK37450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37454,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37455,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37456,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1
BLK37457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37458,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK37459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37460,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK37461,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37462,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1
BLK37463,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
BLK37464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37465,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0
BLK37466,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
BLK37467,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
BLK37468,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37469,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
BLK37470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37471,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37472,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
BLK37473,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37474,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
BLK37475,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37476,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BLK37477,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
BLK37478,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37479,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
BLK37480,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37482,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
BLK37483,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK37484,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
BLK37485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37486,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BLK37487,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK37488,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK37489,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
BLK37490,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1
BLK37491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37492,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37493,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37494,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
BLK37495,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37496,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37497,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37498,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
BLK37499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37500,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
BLK37501,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BLK37502,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
BLK37503,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1
BLK37504,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BLK37505,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
BLK37506,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37507,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37508,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37509,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
BLK37510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37511,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
BLK37512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37513,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37514,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK37515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37516,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37517,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37518,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK37519,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
BLK37520,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
BLK37521,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
BLK37522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37523,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
BLK37524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37525,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
BLK37526,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37527,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37528,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK37529,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37530,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
BLK37531,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
BLK37532,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37534,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
BLK37535,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
BLK37536,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37537,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
BLK37538,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
BLK37539,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK37540,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK37541,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
BLK37542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37543,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37544,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0
BLK37545,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
BLK37546,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1
BLK37547,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37548,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37549,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37550,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BLK37551,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
BLK37552,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK37553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37555,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0
BLK37556,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37557,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37558,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
BLK37559,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
BLK37560,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37561,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BLK37562,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37563,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37564,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
BLK37565,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
BLK37566,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1
BLK37567,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37568,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
BLK37569,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0
BLK37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37571,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
BLK37572,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BLK37573,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37574,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
BLK37575,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
BLK37576,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
BLK37577,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
BLK37578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37579,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
BLK37580,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
BLK37581,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
BLK37582,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
BLK37583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37584,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BLK37585,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
BLK37586,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BLK37587,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK37588,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BLK37589,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
BLK37590,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1
BLK37591,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37592,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
BLK37593,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0
BLK37594,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37595,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0
BLK37596,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
BLK37597,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0
BLK37598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37599,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37600,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
BLK37601,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK37602,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37603,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1
BLK37604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37605,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37606,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37607,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
BLK37608,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37609,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37610,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
BLK37611,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37612,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37613,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
BLK37614,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK37615,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0
BLK37616,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
BLK37617,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
BLK37618,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
BLK37619,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37620,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37621,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37622,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37623,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK37624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
BLK37625,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37626,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
BLK37627,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0
BLK37628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37629,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
BLK37630,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37631,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37632,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
BLK37633,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
BLK37634,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
BLK37635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37636,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37637,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
BLK37638,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0
BLK37639,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37640,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37641,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37642,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
BLK37643,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37644,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37645,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
BLK37646,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
BLK37647,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1
BLK37648,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37649,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37651,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37652,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37653,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK37654,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0
BLK37655,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1
BLK37656,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37657,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
BLK37658,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0
BLK37659,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
BLK37660,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
BLK37661,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
BLK37662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37663,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37664,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK37665,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
BLK37666,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37667,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
BLK37668,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37669,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0
BLK37670,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK37671,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37672,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
BLK37673,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37675,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
BLK37676,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
BLK37677,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
BLK37678,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
BLK37679,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK37680,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
BLK37681,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
BLK37682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLK37683,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
BLK37684,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0
BLK37685,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
BLK37686,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0
BLK37687,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
BLK37688,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK37689,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37690,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
BLK37691,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK37692,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
BLK37693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37694,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37695,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK37696,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37697,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0
BLK37698,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK37699,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
BLK37700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37701,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
BLK37702,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
BLK37703,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0
BLK37704,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
BLK37705,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1
BLK37706,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
BLK37707,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1
BLK37708,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
BLK37709,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1
BLK37710,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0
BLK37711,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0
BLK37712,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
BLK37713,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0
BLK37714,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BLK37715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLK37716,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
BLK37717,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
BLK37718,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
BLK37719,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0
BLK37720,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37721,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0
BLK37722,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
BLK37723,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37724,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK37725,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
BLK37726,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0
BLK37727,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
BLK37728,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
BLK37729,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37730,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BLK37732,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
BLK37733,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
BLK37734,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
BLK37735,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
BLK37736,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37737,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
BLK37738,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0
BLK37739,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0
BLK37740,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
BLK37741,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
BLK37742,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
BLK37743,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
BLK37744,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0
BLK37745,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
BLK37746,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
BLK37747,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
BLK37748,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0
